"ID","season","year","area","ECOREGION","yearqtr","lat","lon","X","Y"
"76","Fall",2016,2394.40137039148,"Araucanian",2016 Q2,-37.1612102292089,-73.6072177621328,90.8149148915115,5877.29383811306
"77","Fall",2016,1037.57765409018,"Araucanian",2016 Q2,-37.1608052964692,-73.6062579470754,90.8980215096882,5877.34295093022
"78","Fall",2016,1197.22041841004,"Araucanian",2016 Q2,-37.1590902051953,-73.6008906281285,91.365738042314,5877.55658341126
"79","Fall",2016,1835.75654235232,"Araucanian",2016 Q2,-37.158368428388,-73.6012541208388,91.3295391970456,5877.63515452605
"80","Fall",2016,1277.22774213488,"Araucanian",2016 Q2,-37.1450282024953,-73.5821165873315,92.9585744736408,5879.19885905409
"81","Fall",2016,2146.52128579142,"Araucanian",2016 Q2,-37.456977542392,-73.593283561383,93.6523807965735,5844.51374486195
"82","Fall",2016,1755.71710807238,"Araucanian",2016 Q2,-37.1640668717049,-73.5716134443759,93.994223930131,5877.13008047963
"83","Fall",2016,4628.43604066258,"Araucanian",2016 Q2,-37.1676725225435,-73.5650582754318,94.5960354867112,5876.75785476373
"84","Fall",2016,5665.97208777661,"Araucanian",2016 Q2,-37.1659621915967,-73.5651471262924,94.57897986656,5876.94737544889
"85","Fall",2016,2797.73667181779,"Araucanian",2016 Q2,-37.0382257334545,-73.5611560034155,94.2510874331221,5891.14723668086
"86","Fall",2016,2398.08309177012,"Araucanian",2016 Q2,-37.0373714783447,-73.5602987547157,94.322833595683,5891.24575172843
"87","Fall",2016,2238.2296777356,"Araucanian",2016 Q2,-37.0364804352374,-73.5584796661973,94.4799999270856,5891.35246255405
"88","Fall",2016,1758.61670854695,"Araucanian",2016 Q2,-37.0361835244883,-73.558755285491,94.4538834679054,5891.38425061117
"89","Fall",2016,4316.66860467632,"Araucanian",2016 Q2,-37.0349257315781,-73.5578550038596,94.5273133931596,5891.52775260293
"90","Fall",2016,2877.84170371989,"Araucanian",2016 Q2,-37.0333969327373,-73.5588764220798,94.4282418758279,5891.69313046443
"91","Fall",2016,1039.22403345027,"Araucanian",2016 Q2,-37.0332859868363,-73.5599117884419,94.3354871197734,5891.70102233484
"92","Fall",2016,2318.59447365616,"Araucanian",2016 Q2,-37.0220215420278,-73.5562067735451,94.6052685662928,5892.96755714959
"93","Fall",2016,2154.4271474838,"Araucanian",2016 Q2,-37.1739350314168,-73.5617427134688,94.924165926645,5876.07672279235
"94","Fall",2016,1436.31085484912,"Araucanian",2016 Q2,-37.1725809044836,-73.561970619677,94.8966678391436,5876.22609789412
"95","Fall",2016,3830.29788677965,"Araucanian",2016 Q2,-37.1697599442093,-73.5610698071462,94.961608748771,5876.54317283921
"96","Fall",2016,1276.83296355281,"Araucanian",2016 Q2,-37.1662340575532,-73.564588210478,94.6301004170378,5876.91958518966
"97","Fall",2016,1598.99560833519,"Araucanian",2016 Q2,-37.0234401055391,-73.5542800421228,94.7843563626036,5892.81828218251
"98","Fall",2016,7195.58109482675,"Araucanian",2016 Q2,-37.0225442852638,-73.5555915808967,94.662822654122,5892.91214447068
"99","Fall",2016,1838.86361912379,"Araucanian",2016 Q2,-37.0225001948239,-73.5530927040421,94.8850566839357,5892.9277103703
"100","Fall",2016,1519.09060801408,"Araucanian",2016 Q2,-37.0212867493758,-73.5550601583718,94.7034359428084,5893.05403919087
"101","Fall",2016,1037.34784128323,"Araucanian",2016 Q2,-37.1715021584389,-73.56063735048,95.0093572900976,5876.35158349916
"102","Fall",2016,1994.9088752136,"Araucanian",2016 Q2,-37.1711204438702,-73.5604065525346,95.0278216349125,5876.39495431005
"103","Fall",2016,4708.0370362972,"Araucanian",2016 Q2,-37.1702941761616,-73.5605347526238,95.0120092922693,5876.48614738996
"104","Fall",2016,6155.00089827215,"Araucanian",2016 Q2,-37.0370147580673,-73.5504452854172,95.1979931037152,5891.32744986761
"105","Fall",2016,4476.45907246869,"Araucanian",2016 Q2,-37.0354714340733,-73.5510268579608,95.138011587959,5891.49632420893
"106","Fall",2016,1039.19563064648,"Araucanian",2016 Q2,-37.033928627677,-73.5492425667848,95.2886259368303,5891.67523575323
"107","Fall",2016,2158.33502202682,"Araucanian",2016 Q2,-37.033631492504,-73.5485274967717,95.3506963574153,5891.71127689894
"108","Fall",2016,6141.49896710506,"Araucanian",2016 Q2,-37.20334658246,-73.5399046659812,97.0211867171367,5872.90444214538
"109","Fall",2016,1198.83191196947,"Araucanian",2016 Q2,-37.0487710995028,-73.5456262720848,95.6894519139666,5890.04269106436
"110","Fall",2016,1039.00748683151,"Araucanian",2016 Q2,-37.0467745363567,-73.5416828982866,96.029788379815,5890.28117324564
"111","Fall",2016,1758.55420099944,"Araucanian",2016 Q2,-37.0370655067471,-73.5452111413092,95.6641554262287,5891.34413671633
"112","Fall",2016,1519.45866702445,"Araucanian",2016 Q2,-37.0008240729795,-73.5412213750177,95.8268569981942,5895.3850208995
"113","Fall",2016,1439.50170374237,"Araucanian",2016 Q2,-37.0000694353993,-73.5413742463212,95.8092381679196,5895.46815746811
"114","Fall",2016,1999.32002042331,"Araucanian",2016 Q2,-36.9994775456026,-73.5404352072134,95.8897221100082,5895.53787191883
"115","Fall",2016,1519.48908930461,"Araucanian",2016 Q2,-36.9992827531486,-73.5411835512762,95.8220451582441,5895.55631446088
"116","Fall",2016,2959.03101775562,"Araucanian",2016 Q2,-36.9985097923405,-73.5404484141059,95.8834108526927,5895.64526519916
"117","Fall",2016,1359.84684663303,"Araucanian",2016 Q2,-36.9820946164462,-73.54096912363,95.7499436224556,5897.46562264206
"118","Fall",2016,2160.02976300108,"Araucanian",2016 Q2,-36.9713283368519,-73.5331796151467,96.3867830824988,5898.69411790063
"119","Fall",2016,1920.34693567617,"Araucanian",2016 Q2,-36.9594194213805,-73.5398882832437,95.7259929049509,5899.98784018825
"120","Fall",2016,2639.01645850659,"Araucanian",2016 Q2,-36.9993185711281,-73.5208354927573,97.6343117369346,5895.6387585741
"121","Fall",2016,1199.72577188432,"Araucanian",2016 Q2,-36.9883264585897,-73.5213178608969,97.5332825005917,5896.85715760147
"122","Fall",2016,1199.73396146744,"Araucanian",2016 Q2,-36.9879192222427,-73.5221802430173,97.4543214277546,5896.8987179178
"123","Fall",2016,5919.52558356103,"Araucanian",2016 Q2,-36.977343541519,-73.5243564318667,97.2045987121693,5898.06369998955
"124","Fall",2016,2639.80212951815,"Araucanian",2016 Q2,-36.9766374711489,-73.5220876883337,97.4029680175134,5898.1517111068
"125","Fall",2016,1120.00932493688,"Araucanian",2016 Q2,-36.9702360996483,-73.5220497736462,97.3725368143551,5898.86260888996
"126","Fall",2016,1200.02749047448,"Araucanian",2016 Q2,-36.9695876018273,-73.5255279644853,97.0592445111472,5898.9198665666
"127","Fall",2016,9200.29858413001,"Araucanian",2016 Q2,-36.968223203614,-73.520875993575,97.4664791519115,5899.09107151738
"128","Fall",2016,3518.68457426959,"Araucanian",2016 Q2,-36.9989401890838,-73.5173878664017,97.9393378125709,5895.69537376517
"129","Fall",2016,4158.4921176393,"Araucanian",2016 Q2,-36.9979701031292,-73.5165888069095,98.0053770187334,5895.80646440853
"130","Fall",2016,2719.12072741671,"Araucanian",2016 Q2,-36.9952020931295,-73.5183791362649,97.8313238811723,5896.10621264531
"131","Fall",2016,25912.284394079,"Araucanian",2016 Q2,-36.9930176600284,-73.5167548662734,97.9644498107482,5896.3556252643
"132","Fall",2016,8627.96703205636,"Araucanian",2016 Q2,-37.0772480259006,-73.5185487195362,98.2498384999225,5886.9960020028
"133","Fall",2016,1677.68850161665,"Araucanian",2016 Q2,-37.0759293087767,-73.5183217646998,98.2630531683216,5887.14338040555
"134","Fall",2016,1917.39901103183,"Araucanian",2016 Q2,-37.0742952310786,-73.518257599975,98.2601180620002,5887.32508309264
"135","Fall",2016,1358.20626009954,"Araucanian",2016 Q2,-37.0713184609258,-73.5164979584481,98.4009266244421,5887.66304831108
"136","Fall",2016,6950.99585795921,"Araucanian",2016 Q2,-37.0692285256292,-73.5153344599231,98.4933954576205,5887.90002082742
"137","Fall",2016,1358.26102802303,"Araucanian",2016 Q2,-37.06808452578,-73.5153988433102,98.4816207781122,5888.02676561803
"138","Fall",2016,3995.04442407245,"Araucanian",2016 Q2,-37.0650401875597,-73.5154243129885,98.4632650517399,5888.36466837219
"139","Fall",2016,5752.94241439918,"Araucanian",2016 Q2,-37.0639284230118,-73.5149201075112,98.5022524840061,5888.49024202118
"140","Fall",2016,1116.08156859422,"Araucanian",2016 Q2,-37.2303817900814,-73.4587249624781,104.372534522528,5870.24581908112
"141","Fall",2016,1514.96355860948,"Araucanian",2016 Q2,-37.2149540683799,-73.4489596669488,105.158868965905,5871.9995796667
"142","Fall",2016,1116.43570367934,"Araucanian",2016 Q2,-37.2057936168828,-73.4554396951358,104.535533780698,5872.98954737168
"143","Fall",2016,3349.57393820537,"Araucanian",2016 Q2,-37.2039841523682,-73.4876592702382,101.664618531098,5873.05514162435
"144","Fall",2016,1196.29936772905,"Araucanian",2016 Q2,-37.2026105859231,-73.4883257344424,101.598190433725,5873.2048383268
"145","Fall",2016,1515.32953341777,"Araucanian",2016 Q2,-37.2019001293659,-73.4894122227533,101.497951246563,5873.2791392847
"146","Fall",2016,1362.56446011659,"Araucanian",2016 Q2,-36.7852631693006,-73.2161964432882,123.710339028461,5920.64944666858
"147","Fall",2016,1362.82823020572,"Araucanian",2016 Q2,-36.769336567507,-73.2088830998121,124.285476912967,5922.4463319883
"148","Fall",2016,1924.0781509247,"Araucanian",2016 Q2,-36.7657875616589,-73.2080057011624,124.346488105858,5922.84377392473
"149","Fall",2016,1282.73542347096,"Araucanian",2016 Q2,-36.7645130768221,-73.2059077609114,124.527641874482,5922.993509839
"150","Fall",2016,5612.16497859895,"Araucanian",2016 Q2,-36.7611968500159,-73.2013011685908,124.922908809325,5923.37975774471
"151","Fall",2016,2565.58656674364,"Araucanian",2016 Q2,-36.7604088984971,-73.2011466902408,124.9328616184,5923.46783795234
"152","Fall",2016,1116.97455346934,"Araucanian",2016 Q2,-37.1331712426467,-73.1755824013747,129.032300596745,5882.18588108097
"153","Fall",2016,2154.24640265713,"Araucanian",2016 Q2,-37.1300539934221,-73.1736838193124,129.185811576577,5882.53938168748
"154","Fall",2016,3836.72894129925,"Araucanian",2016 Q2,-36.9925878399365,-73.1869682805377,127.331656819104,5897.74822236632
"155","Fall",2016,4647.58207487845,"Araucanian",2016 Q2,-36.8002244007741,-73.1810873483519,126.918086386796,5919.12636789407
"156","Fall",2016,1362.23215450155,"Araucanian",2016 Q2,-36.7996309295731,-73.1808081054338,126.940131100947,5919.19334284947
"157","Fall",2016,1442.54481885512,"Araucanian",2016 Q2,-36.7907619743088,-73.1875977253165,126.290798410042,5920.15135420953
"158","Fall",2016,1041.84186378622,"Araucanian",2016 Q2,-36.7904091743087,-73.1871247655584,126.33131037703,5920.19237147463
"159","Fall",2016,1362.55452517758,"Araucanian",2016 Q2,-36.782901128445,-73.1932894034323,125.74428929986,5921.00171713621
"160","Fall",2016,1442.8984592075,"Araucanian",2016 Q2,-36.7693022201302,-73.1680943018807,127.928245264702,5922.60984326963
"161","Fall",2016,1282.56596964935,"Araucanian",2016 Q2,-36.7693302925332,-73.1633388453849,128.353097727851,5922.62524392839
"162","Fall",2016,1282.87026934212,"Araucanian",2016 Q2,-36.7554176345001,-73.1984854308207,125.146230923977,5924.0323839413
"163","Fall",2016,1042.79949412751,"Araucanian",2016 Q2,-36.7155864211172,-73.1587932836107,128.499545614239,5928.60914154918
"164","Fall",2016,1356.44417996806,"Araucanian",2016 Q2,-37.1260417142306,-73.1717034154402,129.342236384791,5882.99256117879
"165","Fall",2016,1037.29595933339,"Araucanian",2016 Q2,-37.12482431434,-73.170872169157,129.410179956171,5883.13096468043
"166","Fall",2016,1117.09705203271,"Araucanian",2016 Q2,-37.1239763439087,-73.1690567824807,129.56741662602,5883.23220423828
"167","Fall",2016,1437.11394937965,"Araucanian",2016 Q2,-37.0789165641277,-73.1692820741174,129.327417246012,5888.23366361591
"168","Fall",2016,3113.92278539412,"Araucanian",2016 Q2,-37.0739612417071,-73.1642338488811,129.752302559373,5888.80350328504
"169","Fall",2016,2075.98146138676,"Araucanian",2016 Q2,-37.0725941906319,-73.1630153650018,129.854032789784,5888.96002345651
"170","Fall",2016,1685.20988914467,"Araucanian",2016 Q2,-36.681650175657,-73.1411918974544,129.909636522242,5932.44467615063
"171","Fall",2016,2407.48644611234,"Araucanian",2016 Q2,-36.6795665122534,-73.1358896985217,130.373729506686,5932.69647688539
"172","Fall",2016,1444.54950021359,"Araucanian",2016 Q2,-36.6770302685804,-73.1403563217526,129.962171136287,5932.96076662562
"173","Fall",2016,2247.0812522457,"Araucanian",2016 Q2,-36.6769554089943,-73.1409266808271,129.910811246901,5932.96687149215
"174","Fall",2016,3612.72616403364,"Araucanian",2016 Q2,-36.6466173056111,-73.1301993705812,130.724816969067,5936.37613721517
"175","Fall",2016,1445.33932666515,"Araucanian",2016 Q2,-36.6321344669089,-73.1216963173214,131.41630131632,5938.01662232009
"176","Fall",2016,3211.97171809847,"Araucanian",2016 Q2,-36.6293873680317,-73.1204049890989,131.518728478102,5938.32654342485
"177","Fall",2016,1847.01772684883,"Araucanian",2016 Q2,-36.6236286796383,-73.1195540306185,131.567397070712,5938.96908441346
"178","Fall",2016,7629.08606477109,"Araucanian",2016 Q2,-36.62258889424,-73.1193904828674,131.577072042221,5939.08513914832
"179","Fall",2016,1365.22130045175,"Araucanian",2016 Q2,-36.6216641033456,-73.1194901607256,131.563741990233,5939.18741641873
"180","Fall",2016,2007.72057371037,"Araucanian",2016 Q2,-36.6201082208609,-73.1201314528177,131.49893614869,5939.35766836533
"181","Fall",2016,3373.0114128686,"Araucanian",2016 Q2,-36.6190247666185,-73.1190270367431,131.592596924317,5939.48218791258
"182","Fall",2016,2248.72541592841,"Araucanian",2016 Q2,-36.617316898548,-73.1195371520343,131.538804210128,5939.66981626758
"183","Fall",2016,1445.62292694229,"Araucanian",2016 Q2,-36.6164938000511,-73.1188815959672,131.593543318745,5939.76370789872
"184","Fall",2016,1606.24968777671,"Araucanian",2016 Q2,-36.6164942989716,-73.1196481586072,131.524947504376,5939.7607057616
"185","Fall",2016,1605.24289526001,"Araucanian",2016 Q2,-36.6624431253631,-73.0968668829411,133.781623291096,5934.74732710189
"186","Fall",2016,2568.54110854026,"Araucanian",2016 Q2,-36.6578942807728,-73.0974249616352,133.71011393801,5935.2501544013
"187","Fall",2016,2087.04883908232,"Araucanian",2016 Q2,-36.6537546892634,-73.0968820853101,133.739017893101,5935.71176201213
"188","Fall",2016,1204.08163913804,"Araucanian",2016 Q2,-36.6527338347769,-73.0964746186823,133.77061815001,5935.82664412805
"189","Fall",2016,2247.68354186377,"Araucanian",2016 Q2,-36.6503877346458,-73.0955713835372,133.840275998704,5936.09053543612
"190","Fall",2016,4576.90562196675,"Araucanian",2016 Q2,-36.6278703591061,-73.0875437892833,134.451723744543,5938.62081172603
"191","Fall",2016,2168.02367452579,"Araucanian",2016 Q2,-36.6274066669467,-73.0883571758892,134.3767518916,5938.669182127
"192","Fall",2016,5540.53112620015,"Araucanian",2016 Q2,-36.6269784842465,-73.0878786543361,134.417540586178,5938.71853963079
"193","Fall",2016,3774.01472466881,"Araucanian",2016 Q2,-36.6265283845276,-73.0891859042793,134.298443479151,5938.76351631661
"194","Fall",2016,10994.1083456483,"Araucanian",2016 Q2,-36.6603290311772,-72.9764403636562,144.541858253843,5935.43582261418
"195","Fall",2016,2248.24108800769,"Araucanian",2016 Q2,-36.6277533961979,-73.069051832708,136.105712526239,5938.70417858717
"196","Fall",2016,1686.35876379127,"Araucanian",2016 Q2,-36.6192258188891,-73.0666103407036,136.28401199178,5939.66007060354
"197","Fall",2016,1044.00439041389,"Araucanian",2016 Q2,-36.6135032544528,-73.0614435476767,136.719448978119,5940.31491011623
"198","Fall",2016,5060.23211756081,"Araucanian",2016 Q2,-36.590945998154,-72.9820275400602,143.722329241906,5943.11686242905
"199","Fall",2016,1044.33403726365,"Araucanian",2016 Q2,-36.5815854215655,-73.0026453568744,141.833416297907,5944.07914499654
"200","Fall",2016,25602.4142229164,"Araucanian",2016 Q2,-36.6501750470248,-72.9678237733235,145.265785876792,5936.59490179186
"201","Fall",2016,7223.58146862253,"Araucanian",2016 Q2,-36.6463528014969,-72.9656310045133,145.444359007035,5937.02730320608
"202","Fall",2016,1444.7240810457,"Araucanian",2016 Q2,-36.646073325602,-72.9667818463685,145.340133963918,5937.05406589296
"203","Fall",2016,1766.00763871288,"Araucanian",2016 Q2,-36.6352613292136,-72.9626700125908,145.658315113551,5938.2694493625
"204","Fall",2016,1444.91622468421,"Araucanian",2016 Q2,-36.6351637856494,-72.9622603260713,145.694518639033,5938.28179197068
"205","Fall",2016,7144.52441733217,"Araucanian",2016 Q2,-36.6327133802742,-72.9615191328611,145.749586721979,5938.55653539086
"206","Fall",2016,1043.61293511,"Araucanian",2016 Q2,-36.6303846717786,-72.9612330223866,145.764502916285,5938.81608724474
"207","Fall",2016,1846.44610026285,"Araucanian",2016 Q2,-36.6281866533478,-72.9618918872672,145.695474156725,5939.05763873412
"208","Fall",2016,2970.60701790696,"Araucanian",2016 Q2,-36.6216131174664,-72.959015061079,145.922734713628,5939.79795331051
"209","Fall",2016,3696.55830239016,"Araucanian",2016 Q2,-36.5498359827981,-72.954422200631,146.005413134246,5947.78235314942
"210","Fall",2016,1688.33755826706,"Araucanian",2016 Q2,-36.5099479035637,-72.9230338920289,148.635805051329,5952.32522657287
"211","Fall",2016,11417.7771081366,"Araucanian",2016 Q2,-36.4990396395889,-72.912216784839,149.555815921571,5953.57553765354
"212","Fall",2016,1931.10442652095,"Araucanian",2016 Q2,-36.4421357936775,-72.8914581101456,151.160762979675,5959.96727795758
